name,addr,dat,x,y,status,id
Танайское местонахождение,"Республика Татарстан, Елабужский район, с. Танайка, к юго-востоку",II тыс. до н.э. ,55.731755513,51.925178989,1,1646
Танайское селище I,"Республика Татарстан, Елабужский район, с. Танайка, северная окраина",VIII-VI вв. до н.э. ,55.752114006,51.910716552,1,1647
Танайское селище II,"Республика Татарстан, Елабужский район, к северо-востоку от Танайского селища 1",VIII-VI вв. до н.э. ,55.74956412,51.921436388,1,1648
Танайское селище III,"Республика Татарстан, Елабужский район, с. Танайка, к западу",VIII-VI вв. до н.э. ,55.74381898,51.882249557,1,1649
Танайское селище IV,"Республика Татарстан, Елабужский район, к западу от Танайского селища V",VIII-VI вв. до н.э. ,55.745899486,51.876371533,1,1650
Танайское селище V,"Республика Татарстан, Елабужский район, с. Танайка, к западу",VIII-VI вв. до н.э. ,55.746746809,51.882035525,1,1651
Тангачинское городище,"Республика Татарстан, Лаишевский район, б. д Танеево",не определена,55.399958333,49.321761108,1,1652
Тангачинское кладбище,"Республика Татарстан, Лаишевский район, д. Тангачи, юго-восточная окраина",XV-XIV вв. н.э. ,55.400858333,49.32280833,1,1653
Танеевская стоянка,"Республика Татарстан, Лаишевский район, б. д. Танеево, к северу",XIII-IX вв. до н.э. ,55.404600001,49.393649998,1,1654
Танеевский могильник,"Республика Татарстан, Лаишевский район, б. д. Танеево, к северу",VII-V вв. до н.э. ,55.408469444,49.392524999,1,1655
Тат. Агайбашская стоянка I,"Республика Татарстан, Лаишевский район, к берегу от б. д. Тат. Агайбаш",XIII-IX вв. до н.э. ,55.382566668,49.403949998,1,1656
Тат. Агайбашское местонахождение I,"Республика Татарстан, Лаишевский район, б. д. Тат. Агайбаш, к юго-востоку",VI-II тыс. до н.э. ,55.371933333,49.409272219,1,1657
Тат. Агайбашское местонахождение II,"Республика Татарстан, Лаишевский район, б. д. Тат. Агайбаш, к юго-востоку",VI-II тыс. до н.э. ,55.371933333,49.409272219,1,1658
Тат. Агайбашское местонахождение III,"Республика Татарстан, Лаишевский район, б. д. Тат. Агайбаш, к северо-северо-западу",VI-II тыс. до н.э. ,55.380030556,49.392963888,1,1659
Тат. Агайбашское местонахождение IV,"Республика Татарстан, Лаишевский район, б. д. Тат. Агайбаш, к юго-востоку",XIII-IX вв. до н.э. ,55.376325,49.390561109,1,1660
Тат. Агайбашское местонахождение V,"Республика Татарстан, Лаишевский район, б. д. Тат. Агайбаш, к юго-востоку",VI-II тыс. до н.э. ,55.372030557,49.410130554,1,1661
Тат. Агайбашское местонахождение VI,"Республика Татарстан, Лаишевский район, б. д. Тат. Агайбаш, к юго-востоку",VI-II тыс. до н.э. ,55.370472222,49.407383331,1,1662
